make_group,make,model,year_start,year_end,market,market_priority
renault,Renault,Vel Satis,2002,2009,BG,12
renault,Renault,Wind,2010,2013,BG,12
renault,Renault,ZOE,2013,2024,BG,12
rimac,Rimac,Nevera,2021,,GLOBAL,999
rivian,Rivian,R1S,2021,,GLOBAL,999
rivian,Rivian,R1T,2021,,GLOBAL,999
rivian,Rivian,R2,2024,,GLOBAL,999
rivian,Rivian,R3,2024,,GLOBAL,999
rivian,Rivian,R3X,2024,,GLOBAL,999
rolls-royce,Rolls-Royce,Arcadia,2024,,GLOBAL,999
rolls-royce,Rolls-Royce,Camargue,1975,1986,GLOBAL,999
rolls-royce,Rolls-Royce,Corniche,1971,2003,GLOBAL,999
rolls-royce,Rolls-Royce,Cullinan,2018,,GLOBAL,999
rolls-royce,Rolls-Royce,Dawn,2016,2023,GLOBAL,999
rolls-royce,Rolls-Royce,Flying Spur,1994,1995,GLOBAL,999
rolls-royce,Rolls-Royce,Ghost,2009,,GLOBAL,999
rolls-royce,Rolls-Royce,La Rose Noire,2023,,GLOBAL,999
rolls-royce,Rolls-Royce,Park Ward,1995,2002,GLOBAL,999
rolls-royce,Rolls-Royce,Phantom,1925,2022,GLOBAL,999
rolls-royce,Rolls-Royce,Silver Dawn,1949,1999,GLOBAL,999
rolls-royce,Rolls-Royce,Silver Seraph,1998,2002,GLOBAL,999
rolls-royce,Rolls-Royce,Silver Shadow,1965,1982,GLOBAL,999
rolls-royce,Rolls-Royce,Silver Spirit,1980,1998,GLOBAL,999
rolls-royce,Rolls-Royce,Silver Spur,1995,1998,GLOBAL,999
rolls-royce,Rolls-Royce,Spectre,2022,,GLOBAL,999
rolls-royce,Rolls-Royce,Wraith,2013,2023,GLOBAL,999
rover,Rover,100 Cabrio,1994,2000,GLOBAL,999
saab,Saab,9-2X,2004,2006,GLOBAL,999
saab,Saab,9-3,1998,2012,GLOBAL,999
saab,Saab,9-3 Aero,2014,2014,GLOBAL,999
saab,Saab,9-3 Sport,1998,2012,GLOBAL,999
saab,Saab,9-3 SportCombi,2004,2012,GLOBAL,999
saab,Saab,9-3X,2009,2012,GLOBAL,999
saab,Saab,9-5,1997,2012,GLOBAL,999
saab,Saab,9-5 SportCombi,1998,2009,GLOBAL,999
saab,Saab,9-7X,2005,2009,GLOBAL,999
saab,Saab,90,1984,1987,GLOBAL,999
saab,Saab,900,1994,1998,GLOBAL,999
saab,Saab,900 Cabrio,1986,1998,GLOBAL,999
saab,Saab,9000,1991,1998,GLOBAL,999
saipa,Saipa,Pride,1993,,GLOBAL,999
saipa,Saipa,Quick,2018,,GLOBAL,999
saipa,Saipa,Saba,1993,2005,GLOBAL,999
saipa,Saipa,Saina,2016,,GLOBAL,999
saipa,Saipa,Shahin,2020,,GLOBAL,999
saipa,Saipa,Tiba,2009,,GLOBAL,999
saleen,Saleen,S7,2000,2004,GLOBAL,999
saleen,Saleen,S7TT,2005,2006,GLOBAL,999
samsung,Samsung,SM 3,2002,2013,GLOBAL,999
samsung,Samsung,SM 5,1998,2010,GLOBAL,999
samsung,Samsung,SM 7,2005,2011,GLOBAL,999
santana,Santana,300 - 350,2005,2011,GLOBAL,999
santana,Santana,PS 10 Pickup,2003,2008,GLOBAL,999
santana,Santana,PS 10 Plus,2002,2006,GLOBAL,999
santana,Santana,PS 10 Shortline,2006,2008,GLOBAL,999
saturn,Saturn,Astra,2007,2010,GLOBAL,999
saturn,Saturn,Aura,2006,2009,GLOBAL,999
saturn,Saturn,Ion,2003,2007,GLOBAL,999
saturn,Saturn,Ion Quad,2003,2007,GLOBAL,999
saturn,Saturn,Outlook,2006,2010,GLOBAL,999
saturn,Saturn,Relay,2004,2007,GLOBAL,999
saturn,Saturn,Sky,2006,2009,GLOBAL,999
saturn,Saturn,Vue,2001,2010,GLOBAL,999
scion,Scion,FR-S,2013,2016,GLOBAL,999
scion,Scion,iA,2016,2017,GLOBAL,999
scion,Scion,iM,2016,2017,GLOBAL,999
scion,Scion,iQ,2011,2016,GLOBAL,999
scion,Scion,tC,2003,2016,GLOBAL,999
scion,Scion,xA,2003,2006,GLOBAL,999
scion,Scion,xB,2003,2015,GLOBAL,999
scion,Scion,xD,2007,2014,GLOBAL,999
scout,Scout,MOTORS Terra,2024,,GLOBAL,999
scout,Scout,MOTORS Traveler,2024,,GLOBAL,999
seat,SEAT,Alhambra,1996,2020,GLOBAL,999
seat,SEAT,Altea,2004,2015,GLOBAL,999
seat,SEAT,Arona,2017,,GLOBAL,999
seat,SEAT,Arosa,1997,2004,GLOBAL,999
seat,SEAT,Ateca,2016,,GLOBAL,999
seat,SEAT,Cordoba,1996,2009,GLOBAL,999
seat,SEAT,Cordoba Cupra,2000,2003,GLOBAL,999
seat,SEAT,Cordoba SX,1996,2003,GLOBAL,999
seat,SEAT,Cordoba Vario,1996,2003,GLOBAL,999
seat,SEAT,Exeo,2008,2013,GLOBAL,999
seat,SEAT,Exeo ST,2009,2013,GLOBAL,999
seat,SEAT,Ibiza,1993,,GLOBAL,999
seat,SEAT,Ibiza Bocanegra,2009,2017,GLOBAL,999
seat,SEAT,Ibiza Cupra,1996,2017,GLOBAL,999
seat,SEAT,Ibiza FR,2009,2017,GLOBAL,999
seat,SEAT,Ibiza ST,2010,2017,GLOBAL,999
seat,SEAT,Leon,2000,,GLOBAL,999
seat,SEAT,Leon Cupra,2001,2018,GLOBAL,999
seat,SEAT,Leon Cupra R,2002,2018,GLOBAL,999
seat,SEAT,Leon FR / Topsport,2002,2012,GLOBAL,999
seat,SEAT,Leon SC,2013,2020,GLOBAL,999
seat,SEAT,Leon ST,2013,,GLOBAL,999
seat,SEAT,Leon ST Cupra,2015,2020,GLOBAL,999
seat,SEAT,Leon X-Perience,2014,2017,GLOBAL,999
seat,SEAT,Malaga,1985,1992,GLOBAL,999
seat,SEAT,Marbella,1986,1998,GLOBAL,999
seat,SEAT,Mii,2011,2021,GLOBAL,999
seat,SEAT,Tarraco,2018,2024,GLOBAL,999
seat,SEAT,Toledo,1991,2018,GLOBAL,999
skoda,Skoda,SKODA 100 series,1969,1982,BG,11
skoda,Skoda,SKODA Citigo,2011,2020,BG,11
skoda,Skoda,SKODA Elroq,2024,,BG,11
skoda,Skoda,SKODA Elroq RS,2025,,BG,11
skoda,Skoda,SKODA Enyaq,2020,,BG,11
skoda,Skoda,SKODA Enyaq Coupe RS,2025,,BG,11
skoda,Skoda,SKODA Enyaq RS,2025,,BG,11
skoda,Skoda,SKODA Epiq,2026,,BG,11
skoda,Skoda,SKODA Fabia,2000,,BG,11
skoda,Skoda,SKODA Fabia Combi,2000,2021,BG,11
skoda,Skoda,SKODA Fabia Combi RS,2010,2014,BG,11
skoda,Skoda,SKODA Fabia RS,2003,2014,BG,11
skoda,Skoda,SKODA Favorit,1989,1995,BG,11
skoda,Skoda,SKODA Felicia,1995,2001,BG,11
skoda,Skoda,SKODA Felicia Combi,1995,2001,BG,11
skoda,Skoda,SKODA Kamiq,2018,,BG,11
skoda,Skoda,SKODA Karoq,2017,,BG,11
skoda,Skoda,SKODA Kodiaq,2016,,BG,11
skoda,Skoda,SKODA Kodiaq RS,2018,,BG,11
skoda,Skoda,SKODA Kushaq,2021,,BG,11
skoda,Skoda,SKODA Kylaq,2024,,BG,11
skoda,Skoda,SKODA Octavia,1997,,BG,11
skoda,Skoda,SKODA Octavia Combi,1997,,BG,11
skoda,Skoda,SKODA Octavia Combi 4x4,2009,2020,BG,11
skoda,Skoda,SKODA Octavia Combi RS,2002,,BG,11
skoda,Skoda,SKODA Octavia RS,2001,,BG,11
skoda,Skoda,SKODA Octavia Scout,2006,,BG,11
skoda,Skoda,SKODA Rapid,2011,2021,BG,11
skoda,Skoda,SKODA Rapid Spaceback,2013,2019,BG,11
skoda,Skoda,SKODA Roomster,2006,2015,BG,11
skoda,Skoda,SKODA Scala,2018,,BG,11
skoda,Skoda,SKODA Slavia,2021,,BG,11
skoda,Skoda,SKODA Superb,2002,,BG,11
skoda,Skoda,SKODA Superb Combi / Scout,2009,,BG,11
skoda,Skoda,SKODA Yeti,2009,2017,BG,11
smart,Smart,1,2022,,BG,42
smart,Smart,3,2023,,BG,42
smart,Smart,5,2024,,BG,42
smart,Smart,crossblade,2002,2003,BG,42
smart,Smart,Electric Drive,2012,2021,BG,42
smart,Smart,forfour,2003,2021,BG,42
smart,Smart,forfour Brabus,2005,2006,BG,42
smart,Smart,fortwo,1998,2024,BG,42
smart,Smart,fortwo Brabus,2003,2019,BG,42
smart,Smart,fortwo Cabrio,2000,2024,BG,42
smart,Smart,fortwo Cabrio Brabus,2003,2014,BG,42
smart,Smart,Roadster,2002,2006,BG,42
smart,Smart,Roadster Brabus,,,BG,42
smart,Smart,Roadster Coupe Brabus,,,BG,42
speranza,Speranza,A113,2007,2015,GLOBAL,999
speranza,Speranza,A213,2009,2017,GLOBAL,999
speranza,Speranza,A516,2008,2017,GLOBAL,999
speranza,Speranza,A620,2009,2016,GLOBAL,999
speranza,Speranza,Envy,2014,2018,GLOBAL,999
speranza,Speranza,M11,2010,2017,GLOBAL,999
speranza,Speranza,M12,2010,2016,GLOBAL,999
speranza,Speranza,Tiggo,2008,2017,GLOBAL,999
spyker,Spyker,C12 LaTurbie,2006,2006,GLOBAL,999
spyker,Spyker,C8,2000,2009,GLOBAL,999
spyker,Spyker,C8 Double 12 S,2002,2007,GLOBAL,999
spyker,Spyker,C8 Laviolette,2001,2009,GLOBAL,999
spyker,Spyker,C8 Preliator,2016,2016,GLOBAL,999
ssangyong,SsangYong,Actyon,2006,2011,BG,36
ssangyong,SsangYong,Chairman,2004,2017,BG,36
ssangyong,SsangYong,Korando,1997,2023,BG,36
ssangyong,SsangYong,Kyron,2004,2014,BG,36
ssangyong,SsangYong,Musso,1998,2023,BG,36
ssangyong,SsangYong,Musso Sports,1998,2005,BG,36
ssangyong,SsangYong,Rexton,2001,,BG,36
ssangyong,SsangYong,Rodius,2004,2013,BG,36
ssangyong,SsangYong,Tivoli,2015,2023,BG,36
ssangyong,SsangYong,Tivoli XLV,2016,2023,BG,36
subaru,Subaru,360,1958,1971,BG,30
subaru,Subaru,Ascent,2019,,BG,30
subaru,Subaru,Baja,2003,2006,BG,30
subaru,Subaru,BRZ,2012,,BG,30
subaru,Subaru,Crosstrek,2015,,BG,30
subaru,Subaru,Exiga Liberty,2008,2018,BG,30
subaru,Subaru,Forester,1997,,BG,30
subaru,Subaru,Getaway,2026,,BG,30
subaru,Subaru,Impreza,1993,,BG,30
subaru,Subaru,Impreza WRX STi,1998,2014,BG,30
subaru,Subaru,Justy,1989,2016,BG,30
subaru,Subaru,Legacy,1998,,BG,30
subaru,Subaru,Levorg,2014,2019,BG,30
subaru,Subaru,Liberty,2008,2015,BG,30
subaru,Subaru,Mini Jumbo,1988,1992,BG,30
subaru,Subaru,Outback,1998,,BG,30
subaru,Subaru,Outback Wilderness,2023,,BG,30
subaru,Subaru,R1,2005,2010,BG,30
subaru,Subaru,R2,1969,2010,BG,30
subaru,Subaru,Solterra,2021,,BG,30
subaru,Subaru,Stella,2006,2011,BG,30
subaru,Subaru,SVX,1992,1997,BG,30
subaru,Subaru,Trailseeker,2026,,BG,30
subaru,Subaru,Trezia,2010,2014,BG,30
subaru,Subaru,Tribeca,2005,2013,BG,30
subaru,Subaru,Uncharted,2025,,BG,30
subaru,Subaru,Vivio,1992,2000,BG,30
subaru,Subaru,WRX,2014,,BG,30
subaru,Subaru,XV,2012,2015,BG,30
suzuki,Suzuki,Across,2020,,BG,25
suzuki,Suzuki,Aerio / Liana,2001,2007,BG,25
suzuki,Suzuki,Alto,2002,2013,BG,25
suzuki,Suzuki,APV,2004,2009,BG,25
suzuki,Suzuki,Baleno,2016,2019,BG,25
suzuki,Suzuki,Equator,2009,2012,BG,25
suzuki,Suzuki,Ertiga,2012,2015,BG,25
suzuki,Suzuki,Escudo / Grand Vitara,1991,2019,BG,25
suzuki,Suzuki,Escudo / Vitara,1989,2008,BG,25
suzuki,Suzuki,Forenza,2004,2008,BG,25
suzuki,Suzuki,Ignis,2000,2024,BG,25
suzuki,Suzuki,Jimny,2005,,BG,25
suzuki,Suzuki,Kizashi,2009,2016,BG,25
suzuki,Suzuki,Reno,2004,2008,BG,25
suzuki,Suzuki,S-Cross,2021,,BG,25
suzuki,Suzuki,Splash,2007,2014,BG,25
suzuki,Suzuki,Swace,2020,,BG,25
suzuki,Suzuki,Swift,1991,,BG,25
suzuki,Suzuki,SX4,2006,2014,BG,25
suzuki,Suzuki,SX4 Crossover,2006,2021,BG,25
suzuki,Suzuki,Verona,2004,2006,BG,25
suzuki,Suzuki,Vitara,2014,,BG,25
suzuki,Suzuki,Wagon R,1997,2007,BG,25
suzuki,Suzuki,X90,1996,1997,BG,25
suzuki,Suzuki,XL7,2004,2009,BG,25
tank,Tank,Tank 300,2020,,GLOBAL,999
tank,Tank,Tank 400,2023,,GLOBAL,999
tank,Tank,Tank 500,2021,,GLOBAL,999
tank,Tank,Tank 700,2023,,GLOBAL,999
tata,Tata,MOTORS Altroz,2019,,GLOBAL,999
tata,Tata,MOTORS Aria,2010,2017,GLOBAL,999
tata,Tata,MOTORS Harrier,2018,2023,GLOBAL,999
tata,Tata,MOTORS Indica,1998,2015,GLOBAL,999
tata,Tata,MOTORS Indigo,2002,2016,GLOBAL,999
tata,Tata,MOTORS Indigo SW,2004,2009,GLOBAL,999
tata,Tata,MOTORS Nano,2008,2018,GLOBAL,999
tata,Tata,MOTORS Nexon,2017,2023,GLOBAL,999
tata,Tata,MOTORS Safari,2005,2020,GLOBAL,999
tata,Tata,MOTORS Sumo,2008,2011,GLOBAL,999
tata,Tata,MOTORS Telcoline,1988,2005,GLOBAL,999
tesla,Tesla,Cybertruck,2021,,BG,31
tesla,Tesla,Model 3,2017,,BG,31
tesla,Tesla,Model S,2012,,BG,31
tesla,Tesla,Model X,2015,,BG,31
tesla,Tesla,Model Y,2019,,BG,31
tesla,Tesla,Roadster,2008,,BG,31
togg,Togg,T10F,2024,,GLOBAL,999
togg,Togg,T10X,2022,,GLOBAL,999
toyota,Toyota,4Runner,1990,,BG,5
toyota,Toyota,Agya,2012,2017,BG,5
toyota,Toyota,Alphard,2002,2007,BG,5
toyota,Toyota,Aqua,2021,,BG,5
toyota,Toyota,Aurion,2006,2017,BG,5
toyota,Toyota,Auris,2006,2023,BG,5
toyota,Toyota,Avalon,2005,2022,BG,5
toyota,Toyota,Avensis,1997,2018,BG,5
toyota,Toyota,Avensis Verso,2001,2006,BG,5
toyota,Toyota,Aygo,2005,2022,BG,5
toyota,Toyota,Aygo X,2021,,BG,5
toyota,Toyota,bZ,2026,,BG,5
toyota,Toyota,bZ4X,2022,,BG,5
toyota,Toyota,C-HR,2016,,BG,5
toyota,Toyota,Camry,1983,,BG,5
toyota,Toyota,Celica,1990,2006,BG,5
toyota,Toyota,Century,2023,,BG,5
toyota,Toyota,Century SUV,2023,,BG,5
toyota,Toyota,Corolla,1987,,BG,5
toyota,Toyota,Corolla Cross,2020,,BG,5
toyota,Toyota,Corolla Verso,2002,2009,BG,5
toyota,Toyota,Crown,1979,,BG,5
toyota,Toyota,Crown SUV,2022,,BG,5
toyota,Toyota,Etios,2010,2022,BG,5
toyota,Toyota,Etios Liva,2011,2020,BG,5
toyota,Toyota,FJ Cruiser,2006,2016,BG,5
toyota,Toyota,Fortuner,2011,,BG,5
toyota,Toyota,GR 86,2021,,BG,5
toyota,Toyota,GR Corolla,2022,,BG,5
toyota,Toyota,GR Supra,2022,,BG,5
toyota,Toyota,GR Yaris,2020,,BG,5
toyota,Toyota,Grand Highlander,2023,,BG,5
toyota,Toyota,GT 86,2012,2021,BG,5
toyota,Toyota,Harrier,2014,2020,BG,5
toyota,Toyota,Highlander / Kluger,2001,,BG,5
toyota,Toyota,Hilux,2005,,BG,5
toyota,Toyota,Hilux Extra Cab,2011,2017,BG,5
toyota,Toyota,Innova,2011,2013,BG,5
toyota,Toyota,iQ,2008,2015,BG,5
toyota,Toyota,Land Cruiser / Prado,1996,,BG,5
toyota,Toyota,Land Cruiser V8 and predecessors,1984,2021,BG,5
toyota,Toyota,Matrix,2003,2014,BG,5
toyota,Toyota,Mirai,2015,,BG,5
toyota,Toyota,MR2,1985,2005,BG,5
toyota,Toyota,Paseo,1996,2000,BG,5
toyota,Toyota,Picnic,1996,2001,BG,5
toyota,Toyota,Previa / Estima,1992,2016,BG,5
toyota,Toyota,Prius,1997,,BG,5
toyota,Toyota,Prius C,2012,2021,BG,5
toyota,Toyota,Prius Prime,2016,2022,BG,5
toyota,Toyota,Prius v/Prius+,2011,2021,BG,5
toyota,Toyota,RAV4,2000,,BG,5
toyota,Toyota,Rukus,2007,2015,BG,5
toyota,Toyota,Sequoia,2000,,BG,5
toyota,Toyota,Sienna,1998,,BG,5
toyota,Toyota,Solara,2004,2008,BG,5
toyota,Toyota,Starlet,1984,1999,BG,5
toyota,Toyota,Supra,1993,2026,BG,5
toyota,Toyota,Tacoma,2005,,BG,5
toyota,Toyota,Tundra,1999,,BG,5
toyota,Toyota,Urban Cruiser,2009,,BG,5
toyota,Toyota,Venza,2009,,BG,5
toyota,Toyota,Verso,2009,2018,BG,5
toyota,Toyota,VERSO-S,2010,2017,BG,5
toyota,Toyota,Vios,2013,2017,BG,5
toyota,Toyota,Yaris,1999,,BG,5
toyota,Toyota,Yaris Cross,2020,,BG,5
toyota,Toyota,Yaris TS,2007,2010,BG,5
toyota,Toyota,Yaris Verso,1999,2007,BG,5
trabant,Trabant,1.1,1990,1991,GLOBAL,999
trabant,Trabant,601,1963,1990,GLOBAL,999
tvr,TVR,"""Wedge Series""",1983,1987,GLOBAL,999
tvr,TVR,Cerbera,1996,2004,GLOBAL,999
tvr,TVR,Chimaera,1992,2001,GLOBAL,999
tvr,TVR,Griffith,1992,2017,GLOBAL,999
tvr,TVR,Sagaris,2004,2006,GLOBAL,999
tvr,TVR,T350,2002,2006,GLOBAL,999
tvr,TVR,Tamora,2002,2006,GLOBAL,999
tvr,TVR,Tuscan,2001,2005,GLOBAL,999
tvr,TVR,Tuscan R/ T 440R/T 400R/ Typhon,2000,2006,GLOBAL,999
tvr,TVR,Tuscan S,2001,2006,GLOBAL,999
uaz,UAZ,452,1965,,GLOBAL,999
uaz,UAZ,469,1972,2011,GLOBAL,999
uaz,UAZ,Hunter,2003,,GLOBAL,999
uaz,UAZ,Patriot,2005,,GLOBAL,999
vauxhall,Vauxhall,Agila,2000,2015,GLOBAL,999
vauxhall,Vauxhall,Antara,2007,2015,GLOBAL,999
vauxhall,Vauxhall,Astra,2004,,GLOBAL,999
vauxhall,Vauxhall,Astra Sport Hatch,2004,2010,GLOBAL,999
vauxhall,Vauxhall,Astra Twin Top,2007,2010,GLOBAL,999
vauxhall,Vauxhall,Astra VXR,2005,2015,GLOBAL,999
vauxhall,Vauxhall,Corsa,2001,2023,GLOBAL,999
vauxhall,Vauxhall,Corsa GSE,2026,,GLOBAL,999
vauxhall,Vauxhall,Corsa VXR,2011,2013,GLOBAL,999
vauxhall,Vauxhall,Crossland X,2017,2018,GLOBAL,999
vauxhall,Vauxhall,Grandland,2021,,GLOBAL,999
vauxhall,Vauxhall,Insignia,2008,2017,GLOBAL,999
vauxhall,Vauxhall,Insignia Country Tourer,2013,2017,GLOBAL,999
vauxhall,Vauxhall,Insignia Sports Tourer,2009,2017,GLOBAL,999
vauxhall,Vauxhall,Insignia VXR,2012,2017,GLOBAL,999
vauxhall,Vauxhall,Insignia VXR Sports Tourer,2010,2019,GLOBAL,999
vauxhall,Vauxhall,Meriva,2003,2017,GLOBAL,999
vauxhall,Vauxhall,Meriva VXR,2003,2009,GLOBAL,999
vauxhall,Vauxhall,Mokka,2012,2016,GLOBAL,999
vauxhall,Vauxhall,Mokka X,2016,2019,GLOBAL,999
vauxhall,Vauxhall,Monaro,2001,2007,GLOBAL,999
vauxhall,Vauxhall,Monaro VXR,2005,2007,GLOBAL,999
vauxhall,Vauxhall,Signum,2005,2008,GLOBAL,999
vauxhall,Vauxhall,Tigra Twin Top,2004,2009,GLOBAL,999
vauxhall,Vauxhall,Vectra,2005,2008,GLOBAL,999
vauxhall,Vauxhall,Vectra Estate VXR,2005,2008,GLOBAL,999
vauxhall,Vauxhall,Vectra Saloon,2005,2008,GLOBAL,999
vauxhall,Vauxhall,Vectra VXR,2005,2008,GLOBAL,999
vauxhall,Vauxhall,Viva,2015,2019,GLOBAL,999
vauxhall,Vauxhall,VX 220,2000,2005,GLOBAL,999
vauxhall,Vauxhall,VXR8,2008,2017,GLOBAL,999
vauxhall,Vauxhall,Zafira,2005,2018,GLOBAL,999
vauxhall,Vauxhall,Zafira VXR,2005,2010,GLOBAL,999
vinfast,VinFast,VF 8,2022,,GLOBAL,999
vinfast,VinFast,VF 9,2022,,GLOBAL,999
volkswagen,Volkswagen,Amarok,2009,,BG,4
volkswagen,Volkswagen,Ameo,2016,2020,BG,4
volkswagen,Volkswagen,Arteon,2017,,BG,4
volkswagen,Volkswagen,Arteon Shooting Brake,2020,,BG,4
volkswagen,Volkswagen,Atlas,2017,,BG,4
volkswagen,Volkswagen,Atlas Cross Sport,2019,,BG,4
volkswagen,Volkswagen,Beetle,1945,2019,BG,4
volkswagen,Volkswagen,Beetle Cabrio,2003,2019,BG,4
volkswagen,Volkswagen,Caddy,2005,2025,BG,4
volkswagen,Volkswagen,CC,2012,2017,BG,4
volkswagen,Volkswagen,Corrado,1989,1995,BG,4
volkswagen,Volkswagen,Cross UP!,2013,2019,BG,4
volkswagen,Volkswagen,Derby,1977,1981,BG,4
volkswagen,Volkswagen,e-Golf,2014,2021,BG,4
volkswagen,Volkswagen,e-UP!,2013,2023,BG,4
volkswagen,Volkswagen,Eos,2006,2016,BG,4
volkswagen,Volkswagen,Fox,2005,2009,BG,4
volkswagen,Volkswagen,Gol,2008,2016,BG,4
volkswagen,Volkswagen,Golf,1974,,BG,4
volkswagen,Volkswagen,Golf Alltrack,2014,,BG,4
volkswagen,Volkswagen,Golf Cabrio,1993,2016,BG,4
volkswagen,Volkswagen,Golf GTD Variant,2015,2021,BG,4
volkswagen,Volkswagen,Golf GTI / GTD / GTE,1976,,BG,4
volkswagen,Volkswagen,Golf GTI cabrio,2012,2015,BG,4
volkswagen,Volkswagen,Golf Plus,2005,2013,BG,4
volkswagen,Volkswagen,Golf R,2002,,BG,4
volkswagen,Volkswagen,Golf R Cabrio,2013,2017,BG,4
volkswagen,Volkswagen,Golf R Variant,2015,,BG,4
volkswagen,Volkswagen,Golf Sportsvan,2014,2020,BG,4
volkswagen,Volkswagen,Golf Variant,1993,,BG,4
volkswagen,Volkswagen,ID. Buzz,2023,,BG,4
volkswagen,Volkswagen,ID.3,2020,,BG,4
volkswagen,Volkswagen,ID.3 GTX,2024,,BG,4
volkswagen,Volkswagen,ID.4,2020,,BG,4
volkswagen,Volkswagen,ID.5,2021,,BG,4
volkswagen,Volkswagen,ID.5 GTX,2021,,BG,4
volkswagen,Volkswagen,ID.7,2023,,BG,4
volkswagen,Volkswagen,ID.7 GTX,2024,,BG,4
volkswagen,Volkswagen,ID.7 GTX Tourer,2024,,BG,4
volkswagen,Volkswagen,ID.7 Tourer,2024,,BG,4
volkswagen,Volkswagen,ID.Polo GTI,2026,,BG,4
volkswagen,Volkswagen,Jetta / Vento / Bora,1992,,BG,4
volkswagen,Volkswagen,Jetta GLI,2021,,BG,4
volkswagen,Volkswagen,Lavida,2008,2012,BG,4
volkswagen,Volkswagen,Lupo,1998,2005,BG,4
volkswagen,Volkswagen,Multivan,2003,,BG,4
volkswagen,Volkswagen,Nivus,2020,,BG,4
volkswagen,Volkswagen,Passat,1973,2022,BG,4
volkswagen,Volkswagen,Passat Alltrack,2012,2023,BG,4
volkswagen,Volkswagen,Passat GTE,2015,2022,BG,4
volkswagen,Volkswagen,Passat R,2008,2010,BG,4
volkswagen,Volkswagen,Passat Variant,1974,,BG,4
volkswagen,Volkswagen,Passat Variant GTE,2015,2023,BG,4
volkswagen,Volkswagen,Phaeton,2002,2016,BG,4
volkswagen,Volkswagen,Pointer,1994,1996,BG,4
volkswagen,Volkswagen,Polo,1975,,BG,4
volkswagen,Volkswagen,Polo BlueGT,2013,2019,BG,4
volkswagen,Volkswagen,Polo GTI,2005,,BG,4
volkswagen,Volkswagen,Polo Variant,1997,2001,BG,4
volkswagen,Volkswagen,Routan,2008,2013,BG,4
volkswagen,Volkswagen,Santana,1982,1985,BG,4
volkswagen,Volkswagen,Scirocco,1977,2018,BG,4
volkswagen,Volkswagen,Scirocco R,2009,2018,BG,4
volkswagen,Volkswagen,Sharan,1996,2022,BG,4
volkswagen,Volkswagen,T-Cross,2018,,BG,4
volkswagen,Volkswagen,T-Roc,2017,,BG,4
volkswagen,Volkswagen,T-Roc R,2019,,BG,4
volkswagen,Volkswagen,Taigo,2021,,BG,4
volkswagen,Volkswagen,Taos,2024,,BG,4
volkswagen,Volkswagen,Tayron,2025,,BG,4
volkswagen,Volkswagen,Tiguan,2008,,BG,4
volkswagen,Volkswagen,Tiguan Allspace,2017,,BG,4
volkswagen,Volkswagen,Touareg,2002,,BG,4
volkswagen,Volkswagen,Touareg R,2020,,BG,4
volkswagen,Volkswagen,Touran,2003,,BG,4
volkswagen,Volkswagen,Transporter Estate/Wagon,2015,2024,BG,4
volkswagen,Volkswagen,up!,2012,2023,BG,4
volkswagen,Volkswagen,up! GTI,2018,2023,BG,4
volkswagen,Volkswagen,Vento,2010,2019,BG,4
volkswagen,Volkswagen,XL1,2013,2016,BG,4
volvo,Volvo,142,1967,1974,BG,16
volvo,Volvo,144,1966,1974,BG,16
volvo,Volvo,145,1967,1974,BG,16
volvo,Volvo,244,1975,1990,BG,16
volvo,Volvo,245,1975,1990,BG,16
volvo,Volvo,262,1977,1981,BG,16
volvo,Volvo,264,1980,1982,BG,16
volvo,Volvo,265,1980,1982,BG,16
volvo,Volvo,343,1976,1982,BG,16
volvo,Volvo,345,1979,1982,BG,16
volvo,Volvo,440,1988,1996,BG,16
volvo,Volvo,460,1990,1996,BG,16
volvo,Volvo,480,1986,1995,BG,16
volvo,Volvo,66,1975,1981,BG,16
volvo,Volvo,760,1982,1990,BG,16
volvo,Volvo,780,1986,1990,BG,16
volvo,Volvo,850,1992,1997,BG,16
volvo,Volvo,940,1990,1998,BG,16
volvo,Volvo,960,1990,1997,BG,16
volvo,Volvo,C30,2006,2013,BG,16
volvo,Volvo,C40,2021,,BG,16
volvo,Volvo,C70,1996,2013,BG,16
volvo,Volvo,EM90,2023,,BG,16
volvo,Volvo,ES90,2025,,BG,16
volvo,Volvo,EX30,2023,,BG,16
volvo,Volvo,EX30 Cross Country,2025,,BG,16
volvo,Volvo,EX60,2026,,BG,16
volvo,Volvo,EX60 Cross Country,2026,,BG,16
volvo,Volvo,EX90,2022,,BG,16
volvo,Volvo,P1800,1961,1973,BG,16
volvo,Volvo,S40,1996,2012,BG,16
volvo,Volvo,S60,2000,2024,BG,16
volvo,Volvo,S60 Cross Country,2015,2018,BG,16
volvo,Volvo,S60 Polestar,2014,2018,BG,16
volvo,Volvo,S70,1997,2000,BG,16
volvo,Volvo,S80,1998,2016,BG,16
volvo,Volvo,S90,1997,,BG,16
volvo,Volvo,V40,1996,2019,BG,16
volvo,Volvo,V40 Cross Country,2012,2019,BG,16
volvo,Volvo,V50,2004,2011,BG,16
volvo,Volvo,V60,2010,,BG,16
volvo,Volvo,V60 Cross Country,2015,,BG,16
volvo,Volvo,V60 Polestar,2013,2018,BG,16
volvo,Volvo,V70,1997,2016,BG,16
volvo,Volvo,V90,1997,2025,BG,16
volvo,Volvo,V90 Cross Country,2016,2025,BG,16
volvo,Volvo,XC40,2017,,BG,16
volvo,Volvo,XC60,2008,,BG,16
